label,source,age,n_interests,n_projects,interests,subject_1_name,subject_1_score,subject_2_name,subject_2_score,subject_3_name,subject_3_score,subject_4_name,subject_4_score,subject_5_name,subject_5_score,project_title,project_skills,archetype,base_ability
CCS,synthetic,22,3,4,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Software Engineering,81.7,Full Stack Development,75.8,Operating Systems,72.8,Computer Networks,71.9,Cryptography & Network Security,69.9,CI/CD Pipeline Builder,devops|ci/cd|nginx|fullstack|node|kubernetes|react|serverless,strong,65.8
ML,synthetic,22,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,56.4,Artificial Intelligence,55.4,Engineering Mathematics-III,54.0,Data Structures and Algorithms,53.5,Automata Theory,48.6,Chatbot System,data science|tensorflow|sklearn|nlp|pytorch|opencv|classification|keras,below_avg,34.6
DWM,synthetic,20,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Python,61.1,Data Structures and Algorithms,58.1,Database Management Systems,58.1,Operating Systems,57.7,Digital Logic & Design,53.9,Log Analysis System,tableau|power bi|sql|mysql|data visualization|analytics|pandas,average,45.9
ML,synthetic,18,4,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems|Mobile & IoT Development,Engineering Mathematics-IV,37.8,Artificial Intelligence,29.9,Software Engineering,14.9,Python,14.3,Java,13.3,Text Summarizer,devops|sklearn|tensorflow|nlp|regression|sql|python|machine learning,failing,5.5
WT,synthetic,18,1,3,Network & Wireless Systems,IoT,73.7,Microcontroller & Embedded Systems,60.7,Computer Networks,58.8,Python,54.5,Java,50.8,Health Monitoring Wearable,rfid|embedded|data science|zigbee|iot|freertos|lora|mqtt,below_avg,40.0
DWM,synthetic,21,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Engineering Mathematics-IV,75.3,Software Engineering,67.2,Data Structures and Algorithms,66.3,Database Management Systems,65.8,Engineering Mathematics-III,61.6,Census Data Visualizer,postgresql|tableau|data visualization|spark|data pipeline,inconsistent,47.1
DWM,synthetic,22,1,3,Artificial Intelligence & Machine Learning,Database Management Systems,94.6,Java,78.8,Engineering Mathematics-IV,76.8,Digital Logic & Design,74.9,Python,71.5,Healthcare Data Warehouse,postgresql|mongodb|data warehouse|power bi|sql|mysql|data visualization|hadoop,above_avg,66.5
WT,synthetic,19,2,4,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,94.3,Computer Networks,84.8,C++,83.2,Digital Logic & Design,80.1,Operating Systems,77.6,RFID Attendance System,iot|sensor|arduino|mqtt|wireless|spark|bluetooth|gpio,strong,72.1
CCS,synthetic,19,4,2,Web Development|Cloud & Distributed Systems|Data Science & Analytics|Mobile & IoT Development,C++,94.9,Software Engineering,94.2,Full Stack Development,90.9,Automata Theory,89.1,Operating Systems,86.9,Cloud Deployment Platform,devops|rest api|embedded|ci/cd|fullstack|node|serverless|kubernetes,strong,74.9
WT,synthetic,21,4,1,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems|Artificial Intelligence & Machine Learning,Operating Systems,73.9,Computer Networks,72.2,Engineering Mathematics-IV,70.8,Microcontroller & Embedded Systems,65.6,IoT,65.4,GPS Tracker,rfid|embedded|freertos|arduino|microcontroller|wireless,above_avg,55.5
CCS,synthetic,18,2,2,Web Development|Cloud & Distributed Systems,Full Stack Development,97.6,Computer Networks,90.2,Operating Systems,82.9,Engineering Mathematics-IV,81.2,Software Engineering,78.7,Blog Platform with CMS,devops|docker|ci/cd|node|react|cloud|microservices|nginx,strong,70.4
DWM,synthetic,18,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,42.8,Data Structures and Algorithms,29.6,Python,23.3,Database Management Systems,16.4,IoT,11.4,Business Intelligence Portal,mongodb|power bi|sql|terraform|hadoop|analytics|spark|etl,failing,5.5
CCS,synthetic,19,2,1,Web Development|Network & Wireless Systems,Java,74.1,Data Structures and Algorithms,73.7,Database Management Systems,69.9,Software Engineering,69.6,Engineering Mathematics-IV,68.0,CI/CD Pipeline Builder,ci/cd|react|azure,above_avg,61.9
CCS,synthetic,21,2,2,Web Development|Cloud & Distributed Systems,Full Stack Development,58.4,Automata Theory,57.7,Artificial Intelligence,46.5,Cryptography & Network Security,41.1,C++,38.9,Service Mesh Dashboard,devops|ci/cd|docker|nginx|serverless|react|sensor|kubernetes,below_avg,33.0
ML,synthetic,18,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Python,65.8,Engineering Mathematics-III,59.5,Engineering Mathematics-IV,50.7,Operating Systems,50.7,Full Stack Development,49.7,Stock Predictor,devops|ci/cd|tensorflow|neural network|regression|kubernetes|power bi|classification,hard_sample,40.9
ML,synthetic,21,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Python,60.0,Engineering Mathematics-IV,57.4,Design & Analysis of Algorithms,57.3,Artificial Intelligence,57.3,Engineering Mathematics-III,52.6,Language Translator,rfid|sklearn|numpy|nlp|neural network|python|jupyter|computer vision,average,46.5
WT,synthetic,22,2,2,Network & Wireless Systems|Mobile & IoT Development,Computer Networks,66.1,IoT,59.3,Engineering Mathematics-IV,56.3,Microcontroller & Embedded Systems,54.9,Digital Logic & Design,51.4,Smart Parking System,raspberry pi|mqtt|bluetooth|zigbee|microcontroller|esp32,average,42.5
DWM,synthetic,18,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Java,53.4,Python,50.4,Cryptography & Network Security,47.6,Computer Networks,43.4,Data Structures and Algorithms,42.8,Healthcare Data Warehouse,postgresql|tableau|mongodb|mysql|data mining|spark|data pipeline,struggling,29.5
DWM,synthetic,20,3,1,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Java,61.2,Design & Analysis of Algorithms,60.1,Automata Theory,50.3,Data Structures and Algorithms,48.1,Artificial Intelligence,43.6,Sales Dashboard,postgresql|tableau|data warehouse|mysql|data visualization|spark|etl|pandas,struggling,29.3
ML,synthetic,22,1,2,Data Science & Analytics,Java,42.3,Database Management Systems,37.4,Python,36.5,Engineering Mathematics-III,31.3,Digital Logic & Design,30.1,Fraud Detection System,numpy|neural network|power bi|classification|machine learning|python|jupyter|computer vision,struggling,20.6
ML,synthetic,19,3,1,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Artificial Intelligence,66.1,Python,58.4,Engineering Mathematics-IV,56.6,Operating Systems,51.2,Software Engineering,49.9,Customer Churn Predictor,deep learning|pytorch|opencv|mqtt|jupyter|computer vision|machine learning|pandas,below_avg,40.7
DWM,synthetic,18,2,3,Data Science & Analytics|Web Development,C++,52.4,Digital Logic & Design,41.1,Java,38.9,Data Structures and Algorithms,37.0,Operating Systems,36.9,Census Data Visualizer,postgresql|tensorflow|nlp|mongodb|data warehouse|power bi|mysql|sql,below_avg,32.9
CCS,synthetic,19,2,3,Cloud & Distributed Systems|Web Development,Operating Systems,91.5,Computer Networks,88.8,Software Engineering,86.8,Full Stack Development,85.2,Python,82.2,Service Mesh Dashboard,devops|ci/cd|docker|fullstack|kubernetes|serverless|cloud|jenkins,strong,71.8
WT,synthetic,22,3,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Digital Logic & Design,100.0,Operating Systems,100.0,Computer Networks,100.0,Microcontroller & Embedded Systems,100.0,IoT,100.0,Smart Streetlight System,rfid|node|freertos|arduino|mqtt|zigbee|gpio|microcontroller,topper,90.7
ML,synthetic,18,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,97.0,Database Management Systems,86.9,Engineering Mathematics-IV,84.7,Python,83.6,Data Structures and Algorithms,82.5,Stock Predictor,embedded|sklearn|nlp|neural network|regression|classification|jupyter|computer vision,strong,73.9
CCS,synthetic,22,2,1,Web Development|Cloud & Distributed Systems,Operating Systems,47.6,Design & Analysis of Algorithms,47.1,Java,45.0,Data Structures and Algorithms,43.6,Python,43.1,Cloud File Storage,ci/cd|fullstack|kubernetes|rest api|aws,below_avg,35.9
ML,synthetic,20,3,4,Data Science & Analytics|Artificial Intelligence & Machine Learning|Network & Wireless Systems,Java,88.3,Engineering Mathematics-IV,87.9,Digital Logic & Design,85.2,Artificial Intelligence,82.4,Data Structures and Algorithms,81.2,Stock Predictor,computer vision|data science|numpy|tensorflow|neural network|regression|power bi|deep learning,strong,70.9
ML,synthetic,19,1,3,Data Science & Analytics,Python,73.0,Data Structures and Algorithms,68.0,Digital Logic & Design,66.8,Artificial Intelligence,66.6,Engineering Mathematics-III,65.9,Stock Predictor,data science|tensorflow|microservices|neural network|classification|opencv|pytorch|jupyter,average,52.3
ML,synthetic,21,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Python,76.0,Artificial Intelligence,67.3,Engineering Mathematics-III,60.6,Automata Theory,59.2,Design & Analysis of Algorithms,52.8,Image Classifier,sklearn|tensorflow|nlp|neural network|pytorch|computer vision,average,49.0
DWM,synthetic,19,1,3,Data Science & Analytics,Engineering Mathematics-IV,83.6,Automata Theory,78.3,Database Management Systems,76.5,C++,75.7,Software Engineering,74.6,Business Intelligence Portal,rfid|postgresql|spark|tableau|power bi|sql|mysql|data visualization,above_avg,58.5
DWM,synthetic,21,3,4,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Data Structures and Algorithms,70.8,Artificial Intelligence,70.4,Java,62.3,Digital Logic & Design,58.6,Operating Systems,58.3,Customer Analytics Platform,postgresql|spark|tableau|mongodb|power bi|data warehouse|sql|data visualization,average,55.0
WT,synthetic,22,3,1,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,100.0,IoT,100.0,Engineering Mathematics-IV,93.5,Digital Logic & Design,90.8,Design & Analysis of Algorithms,88.2,Smart Home System,rfid|raspberry pi|sensor|lora|wireless|i2c|microcontroller|esp32,topper,80.6
ML,synthetic,18,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,62.8,Artificial Intelligence,60.4,Python,47.4,Database Management Systems,46.3,Design & Analysis of Algorithms,43.0,Language Translator,computer vision|sklearn|tensorflow|data science|neural network|classification|opencv|python,average,45.5
WT,synthetic,19,1,4,Mobile & IoT Development,IoT,38.5,Digital Logic & Design,37.5,C++,31.7,Operating Systems,30.7,Java,29.8,Weather Station,rfid|embedded|raspberry pi|sensor|freertos|lora|mqtt|bluetooth,struggling,19.2
DWM,synthetic,22,3,4,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Java,66.3,Engineering Mathematics-IV,61.3,Database Management Systems,55.4,Data Structures and Algorithms,55.0,Python,51.2,Financial Data Mining Tool,postgresql|fullstack|tableau|data warehouse|power bi|sql|hadoop|data mining,average,42.9
WT,synthetic,19,1,3,Network & Wireless Systems,Computer Networks,79.9,Design & Analysis of Algorithms,73.8,C++,72.2,Engineering Mathematics-III,71.0,Java,67.3,Health Monitoring Wearable,embedded|zigbee|neural network|iot|data warehouse|arduino|mqtt|bluetooth,above_avg,58.2
WT,synthetic,19,4,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems|Artificial Intelligence & Machine Learning,Computer Networks,70.5,IoT,66.5,Data Structures and Algorithms,65.4,Operating Systems,64.9,Microcontroller & Embedded Systems,64.6,Industrial IoT Gateway,rfid|zigbee|sensor|freertos|lora|bluetooth|i2c|gpio,above_avg,55.1
ML,synthetic,21,2,2,Data Science & Analytics|Web Development,Software Engineering,64.5,Engineering Mathematics-IV,55.2,Data Structures and Algorithms,54.4,C++,46.5,Artificial Intelligence,42.6,Sentiment Analysis Tool,sklearn|numpy|neural network|regression|classification|opencv|pytorch|python,below_avg,39.7
DWM,synthetic,18,3,3,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Python,74.5,Database Management Systems,70.6,Data Structures and Algorithms,63.8,Digital Logic & Design,56.0,Java,54.5,ETL Automation Tool,postgresql|tableau|mongodb|data warehouse|data visualization|hadoop|data mining|analytics,average,51.5
CCS,synthetic,19,1,1,Web Development,Software Engineering,55.3,Full Stack Development,51.6,Engineering Mathematics-IV,45.1,Automata Theory,42.5,Computer Networks,41.7,Online Learning Platform,ci/cd|docker|fullstack|node|kubernetes|react|jenkins|cloud,below_avg,33.2
ML,synthetic,22,3,4,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,C++,85.2,Design & Analysis of Algorithms,73.0,Engineering Mathematics-IV,69.1,Engineering Mathematics-III,69.0,Full Stack Development,66.2,Text Summarizer,computer vision|sklearn|tensorflow|nlp|data science|postgresql|opencv|python,average,54.5
ML,synthetic,21,2,2,Data Science & Analytics|Web Development,Database Management Systems,83.5,Python,76.2,Engineering Mathematics-III,71.7,Artificial Intelligence,71.2,Java,70.3,Recommendation Engine,computer vision|data science|tensorflow|neural network|regression|deep learning|pytorch|opencv,above_avg,61.3
WT,synthetic,21,2,2,Network & Wireless Systems|Mobile & IoT Development,Digital Logic & Design,100.0,Microcontroller & Embedded Systems,100.0,Computer Networks,98.2,IoT,98.1,Java,93.6,GPS Tracker,rfid|raspberry pi|sensor|freertos|mqtt|zigbee|gpio|wireless,topper,87.0
WT,synthetic,22,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,100.0,C++,100.0,IoT,100.0,Microcontroller & Embedded Systems,94.5,Engineering Mathematics-IV,89.5,BLE Beacon Tracker,rfid|zigbee|raspberry pi|microservices|sensor|arduino|mqtt|wireless,topper,85.5
DWM,synthetic,18,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,47.1,Operating Systems,39.7,Java,38.1,Automata Theory,34.3,Cryptography & Network Security,34.3,Log Analysis System,postgresql|spark|tableau|data warehouse|power bi|mongodb|sql|mysql,struggling,26.9
WT,synthetic,18,4,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems|Artificial Intelligence & Machine Learning,Microcontroller & Embedded Systems,58.1,Digital Logic & Design,42.2,Operating Systems,36.5,Computer Networks,34.9,C++,34.9,Health Monitoring Wearable,rfid|embedded|data science|iot|sensor|lora|mqtt|wireless,struggling,22.6
DWM,synthetic,21,4,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development|Cloud & Distributed Systems,Database Management Systems,100.0,Python,98.8,Data Structures and Algorithms,92.7,Software Engineering,92.3,C++,91.8,Log Analysis System,postgresql|mongodb|data warehouse|mysql|data visualization|data mining|data pipeline|etl,topper,86.0
DWM,synthetic,21,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,60.0,Database Management Systems,54.1,Automata Theory,52.9,Engineering Mathematics-IV,52.0,Data Structures and Algorithms,50.7,Market Basket Analyzer,pandas|data visualization|postgresql|spark,average,48.7
ML,synthetic,18,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Software Engineering,50.4,Database Management Systems,49.6,Artificial Intelligence,45.9,Engineering Mathematics-IV,44.1,Engineering Mathematics-III,40.7,Customer Churn Predictor,data science|regression|classification|opencv|python|jupyter|deep learning,below_avg,31.7
ML,synthetic,22,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,79.6,Engineering Mathematics-IV,63.4,Python,56.8,Full Stack Development,53.6,Java,53.3,Image Classifier,tensorflow|neural network|regression|classification|computer vision|deep learning|pandas|matplotlib,average,49.8
ML,synthetic,21,4,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Network & Wireless Systems|Cloud & Distributed Systems,Python,89.9,Artificial Intelligence,79.5,C++,78.0,Operating Systems,77.2,Engineering Mathematics-III,76.6,Music Genre Classifier,keras|data science|nlp|deep learning|rest api|machine learning|matplotlib,hard_sample,66.9
CCS,synthetic,18,3,1,Cloud & Distributed Systems|Web Development|Mobile & IoT Development,Full Stack Development,66.0,Python,62.8,Data Structures and Algorithms,60.4,Cryptography & Network Security,60.2,Engineering Mathematics-III,59.1,Cloud File Storage,devops|kubernetes|react|terraform|azure|cloud,hard_sample,49.8
CCS,synthetic,20,2,2,Cloud & Distributed Systems|Web Development,Operating Systems,76.1,Automata Theory,69.9,Computer Networks,66.0,Python,64.2,Engineering Mathematics-IV,59.9,Portfolio Website Builder,docker|nginx|fullstack|react|serverless|terraform|microservices|rest api,average,52.5
DWM,synthetic,18,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,47.0,Database Management Systems,40.4,Artificial Intelligence,40.1,Microcontroller & Embedded Systems,39.6,Java,39.2,Crime Data Analysis,data visualization|data mining|pandas|analytics,struggling,24.9
DWM,synthetic,22,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Automata Theory,67.0,Digital Logic & Design,65.9,Python,65.6,Software Engineering,64.0,Data Structures and Algorithms,63.1,Academic Performance Dashboard,docker|postgresql|tableau|mongodb|sql|hadoop|data mining|analytics,average,54.8
ML,synthetic,18,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Engineering Mathematics-IV,53.6,Python,51.3,Artificial Intelligence,48.7,Data Structures and Algorithms,39.2,Engineering Mathematics-III,31.9,Customer Churn Predictor,data science|tensorflow|neural network|regression|pytorch|opencv|python|jupyter,struggling,28.9
CCS,synthetic,20,4,2,Cloud & Distributed Systems|Web Development|Network & Wireless Systems|Artificial Intelligence & Machine Learning,Full Stack Development,77.4,Database Management Systems,66.8,Computer Networks,65.3,Digital Logic & Design,63.6,Data Structures and Algorithms,60.7,Containerized Microservices App,devops|fullstack|node|aws|terraform|rest api|azure|cloud,hard_sample,50.1
DWM,synthetic,20,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Database Management Systems,65.9,Cryptography & Network Security,57.7,Software Engineering,57.2,Data Structures and Algorithms,56.7,Design & Analysis of Algorithms,55.7,Academic Performance Dashboard,postgresql|mongodb|power bi|mysql|data visualization|data mining|data pipeline|etl,hard_sample,43.1
ML,synthetic,22,1,3,Artificial Intelligence & Machine Learning,C++,97.4,Automata Theory,94.2,Engineering Mathematics-IV,94.0,Engineering Mathematics-III,93.6,Artificial Intelligence,88.5,NLP Pipeline,computer vision|data science|tensorflow|nlp|regression|deep learning|pytorch|classification,strong,76.9
ML,synthetic,20,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Data Structures and Algorithms,49.2,Artificial Intelligence,35.9,Software Engineering,33.7,Operating Systems,31.8,Engineering Mathematics-IV,31.1,Spam Filter,sklearn|nlp|regression|serverless|pytorch|classification|python|machine learning,failing,17.0
ML,synthetic,21,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,48.7,Artificial Intelligence,42.1,Data Structures and Algorithms,39.2,Python,34.3,C++,31.9,Face Recognition System,sklearn|tensorflow|zigbee|neural network|classification|opencv|pytorch|python,failing,17.9
DWM,synthetic,18,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,93.1,Data Structures and Algorithms,86.7,Engineering Mathematics-III,81.5,Database Management Systems,80.2,Java,76.1,Academic Performance Dashboard,mongodb|data warehouse|power bi|sql|mysql|data visualization|hadoop|data mining,above_avg,64.4
ML,synthetic,21,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Python,82.9,Artificial Intelligence,73.1,Automata Theory,72.2,Cryptography & Network Security,71.0,Engineering Mathematics-IV,65.8,Speech Recognition,sklearn|nlp|neural network|classification|pytorch|python|jupyter|numpy,hard_sample,60.3
ML,synthetic,22,2,3,Artificial Intelligence & Machine Learning|Web Development,Artificial Intelligence,79.4,C++,78.3,Data Structures and Algorithms,67.1,Python,63.9,Digital Logic & Design,57.5,Face Recognition System,keras|data science|sklearn|tensorflow|neural network|postgresql|tableau|data warehouse,hard_sample,49.8
CCS,synthetic,22,1,3,Web Development,Database Management Systems,91.6,Full Stack Development,79.6,Cryptography & Network Security,75.7,Engineering Mathematics-IV,75.0,Computer Networks,74.1,Task Management System,data science|microservices|nginx|fullstack|serverless|react|cloud|jenkins,above_avg,67.0
WT,synthetic,21,2,1,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,82.3,Microcontroller & Embedded Systems,81.6,Operating Systems,80.7,IoT,73.6,Digital Logic & Design,70.9,BLE Beacon Tracker,embedded|lora|wireless|gpio|esp32,hard_sample,60.2
ML,synthetic,22,1,2,Data Science & Analytics,Artificial Intelligence,41.5,Python,33.7,Data Structures and Algorithms,32.2,Java,28.3,Database Management Systems,23.9,Face Recognition System,data science|tensorflow|neural network|mysql|pytorch|opencv|python|numpy,failing,15.7
WT,synthetic,19,3,2,Network & Wireless Systems|Mobile & IoT Development|Web Development,Python,68.8,IoT,65.1,Microcontroller & Embedded Systems,62.3,C++,61.9,Data Structures and Algorithms,56.8,Smart Home System,rfid|iot|sensor|arduino|wireless|bluetooth|gpio|esp32,average,45.1
CCS,synthetic,19,3,4,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Operating Systems,47.3,Full Stack Development,46.5,Python,39.0,Cryptography & Network Security,37.1,Computer Networks,35.8,Blog Platform with CMS,devops|rest api|ci/cd|docker|nlp|node|react|serverless,struggling,30.7
WT,synthetic,20,2,2,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,75.9,Automata Theory,70.9,Computer Networks,68.2,Operating Systems,64.5,IoT,63.9,Industrial IoT Gateway,rfid|raspberry pi|freertos|lora|terraform|wireless|bluetooth|gpio,average,53.6
ML,synthetic,19,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Artificial Intelligence,100.0,Software Engineering,92.9,Data Structures and Algorithms,89.7,Python,89.4,Automata Theory,86.3,Sentiment Analysis Tool,tensorflow|regression|classification|numpy|machine learning,inconsistent,71.1
DWM,synthetic,18,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Engineering Mathematics-IV,76.9,Digital Logic & Design,71.8,Design & Analysis of Algorithms,69.4,Database Management Systems,65.1,Java,65.1,Sales Dashboard,mysql|data pipeline|data mining,hard_sample,54.9
WT,synthetic,22,3,3,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Operating Systems,85.8,Computer Networks,83.2,IoT,79.8,Microcontroller & Embedded Systems,79.4,Digital Logic & Design,77.1,Weather Station,rfid|zigbee|raspberry pi|iot|sensor|freertos|arduino|lora,strong,66.9
DWM,synthetic,21,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Engineering Mathematics-III,73.0,Java,72.6,Python,71.8,Engineering Mathematics-IV,68.3,Data Structures and Algorithms,66.9,Social Media Analytics,postgresql|mongodb|sql|hadoop|spark|data pipeline|etl,above_avg,55.9
CCS,synthetic,22,2,1,Web Development|Cloud & Distributed Systems,Full Stack Development,64.2,Design & Analysis of Algorithms,50.8,Database Management Systems,47.5,Java,46.3,Computer Networks,43.6,Full Stack E-Commerce Site,docker|raspberry pi|react|terraform|cloud,below_avg,36.0
DWM,synthetic,21,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Python,92.4,Engineering Mathematics-IV,85.7,Database Management Systems,84.9,Digital Logic & Design,80.0,Automata Theory,72.4,Census Data Visualizer,data pipeline|power bi|pandas|mysql,hard_sample,66.0
CCS,synthetic,20,3,2,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Full Stack Development,74.3,Design & Analysis of Algorithms,72.4,Computer Networks,70.3,Software Engineering,70.1,Engineering Mathematics-III,62.6,Online Learning Platform,rest api|docker|ci/cd|node|aws|terraform|nginx|cloud,hard_sample,53.9
DWM,synthetic,18,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Database Management Systems,61.8,Data Structures and Algorithms,49.9,Automata Theory,47.9,Engineering Mathematics-III,43.7,Design & Analysis of Algorithms,41.2,Log Analysis System,postgresql|data visualization|hadoop|analytics|spark,below_avg,38.5
CCS,synthetic,19,3,3,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Computer Networks,76.4,Engineering Mathematics-IV,74.6,Database Management Systems,72.9,Operating Systems,72.6,Full Stack Development,70.1,Cloud File Storage,devops|rest api|ci/cd|fullstack|node|react|kubernetes|serverless,above_avg,62.5
ML,synthetic,21,2,4,Artificial Intelligence & Machine Learning|Data Science & Analytics,Artificial Intelligence,96.0,Engineering Mathematics-III,78.7,Cryptography & Network Security,78.0,C++,75.3,Engineering Mathematics-IV,71.7,Disease Diagnosis Tool,data science|sklearn|tensorflow|neural network|nlp|regression|deep learning|lora,above_avg,58.9
ML,synthetic,18,1,3,Data Science & Analytics,Engineering Mathematics-III,100.0,Database Management Systems,100.0,Automata Theory,100.0,Artificial Intelligence,100.0,Python,99.1,Object Detection App,keras|data science|sklearn|nlp|neural network|tensorflow|data warehouse|regression,topper,90.3
CCS,synthetic,18,1,1,Cloud & Distributed Systems,Full Stack Development,86.7,Software Engineering,56.9,Python,56.0,Operating Systems,52.0,Cryptography & Network Security,49.3,Task Management System,numpy|node|kubernetes|react|terraform|microservices|aws,average,42.3
DWM,synthetic,22,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Engineering Mathematics-IV,87.7,Java,84.0,Database Management Systems,80.0,Python,77.3,C++,73.9,Market Basket Analyzer,keras|data science|tensorflow|mongodb|data warehouse|regression|sql|lora,hard_sample,62.4
WT,synthetic,20,3,3,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,IoT,92.4,Design & Analysis of Algorithms,70.0,C++,69.7,Cryptography & Network Security,68.3,Computer Networks,67.6,BLE Beacon Tracker,data pipeline|zigbee|lora|arduino|mqtt|bluetooth|i2c|gpio,average,53.3
CCS,synthetic,19,4,3,Cloud & Distributed Systems|Web Development|Network & Wireless Systems|Artificial Intelligence & Machine Learning,Full Stack Development,84.5,Software Engineering,60.2,Computer Networks,54.6,Automata Theory,52.1,Design & Analysis of Algorithms,52.1,CI/CD Pipeline Builder,devops|docker|ci/cd|node|kubernetes|serverless|react|aws,average,43.6
WT,synthetic,19,2,4,Network & Wireless Systems|Mobile & IoT Development,IoT,91.8,Computer Networks,86.7,Design & Analysis of Algorithms,81.6,Microcontroller & Embedded Systems,77.8,Operating Systems,76.4,Wireless Sensor Network,rfid|raspberry pi|iot|sensor|arduino|mqtt|zigbee|gpio,strong,69.8
CCS,synthetic,18,2,1,Web Development|Data Science & Analytics,Engineering Mathematics-IV,100.0,Database Management Systems,100.0,Operating Systems,100.0,Computer Networks,100.0,Software Engineering,100.0,Online Learning Platform,ci/cd|docker|mongodb|terraform|microservices,topper,92.9
WT,synthetic,18,3,4,Network & Wireless Systems|Mobile & IoT Development|Web Development,Computer Networks,83.8,IoT,81.5,Engineering Mathematics-III,67.2,Data Structures and Algorithms,66.1,Digital Logic & Design,64.1,Wireless Sensor Network,rfid|embedded|zigbee|sensor|freertos|lora|mqtt|bluetooth,average,55.8
WT,synthetic,20,1,3,Mobile & IoT Development,Microcontroller & Embedded Systems,69.4,Computer Networks,65.5,Database Management Systems,58.4,Operating Systems,57.4,C++,55.9,Health Monitoring Wearable,rfid|embedded|raspberry pi|sensor|sql|freertos|arduino|bluetooth,average,49.0
CCS,synthetic,18,3,2,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Software Engineering,67.6,Full Stack Development,62.2,Operating Systems,60.9,Python,59.1,Cryptography & Network Security,57.8,Kubernetes Cluster Monitor,ci/cd|fullstack|node|cloud|jenkins|nginx|azure|aws,average,51.4
WT,synthetic,22,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Automata Theory,58.6,IoT,50.5,Data Structures and Algorithms,49.3,Microcontroller & Embedded Systems,49.3,Engineering Mathematics-IV,44.7,Smart Home System,embedded|mongodb|arduino|mqtt|lora|jenkins|bluetooth|zigbee,below_avg,37.2
